province,year_month,n_attacks,n_isis_attacks,n_isis_success,n_killed,n_wounded,n_casualties,n_attacks_with_casualties,n_suicide,n_not_suicide,n_success,n_failure,n_bombing,n_armed_assault,n_assassination,n_kidnapping,n_targ_civilian,n_targ_military,n_targ_police,n_targ_govt,n_targ_business,casualties_per_attack,killed_per_attack,n_strikes,strike_fatalities,n_turkish_strikes,province_id,time_index,log_strikes,log_turkish_strikes,log_strikes_lag1,log_strikes_lag2,log_strikes_lag3,log_strikes_lag4,log_strikes_lag5,log_strikes_lag6
Saladin,2017-10-01,23,10,3.0,29,35,64,23,7,16,15,8,19,1,0,0,7,8,0,0,4,2.782608695652174,1.2608695652173914,7,0,0,15,21,2.0794415416798357,0.0,1.9459101490553132,2.5649493574615367,2.0794415416798357,3.1780538303479458,0.6931471805599453,0.0
Saladin,2017-11-01,15,5,3.0,46,115,161,15,2,13,9,6,13,1,0,0,5,4,0,0,2,10.733333333333333,3.066666666666667,4,1,0,15,22,1.6094379124341003,0.0,2.0794415416798357,1.9459101490553132,2.5649493574615367,2.0794415416798357,3.1780538303479458,0.6931471805599453
Saladin,2017-12-01,24,8,7.0,78,83,115,20,2,22,19,5,15,4,1,2,12,5,1,1,1,5.75,3.9,2,0,0,15,23,1.0986122886681098,0.0,1.6094379124341003,2.0794415416798357,1.9459101490553132,2.5649493574615367,2.0794415416798357,3.1780538303479458
Saladin,2018-01-01,26,4,3.0,19,49,68,26,2,24,22,4,23,1,0,1,10,4,2,1,2,2.6153846153846154,0.7307692307692307,1,0,0,15,24,0.6931471805599453,0.0,1.0986122886681098,1.6094379124341003,2.0794415416798357,1.9459101490553132,2.5649493574615367,2.0794415416798357
Saladin,2018-02-01,22,7,7.0,21,43,64,21,1,21,19,3,13,4,2,2,12,5,1,1,1,3.0476190476190474,1.0,2,0,0,15,25,1.0986122886681098,0.0,0.6931471805599453,1.0986122886681098,1.6094379124341003,2.0794415416798357,1.9459101490553132,2.5649493574615367
Saladin,2018-03-01,26,20,13.0,43,45,79,20,2,24,18,8,12,7,0,1,11,6,3,0,1,3.95,2.15,0,0,0,15,26,0.0,0.0,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.6094379124341003,2.0794415416798357,1.9459101490553132
Saladin,2018-04-01,13,4,3.0,9,16,25,12,2,11,10,3,12,0,0,0,4,5,1,0,1,2.0833333333333335,0.75,3,0,0,15,27,1.3862943611198906,0.0,0.0,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.6094379124341003,2.0794415416798357
Saladin,2018-05-01,20,11,6.0,51,64,112,16,1,19,14,6,10,2,3,0,8,6,2,0,2,7.0,3.1875,0,0,0,15,28,0.0,0.0,1.3862943611198906,0.0,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.6094379124341003
Saladin,2018-06-01,21,15,14.0,35,25,53,16,1,20,19,2,12,2,0,5,10,8,1,0,1,3.3125,2.1875,0,0,0,15,29,0.0,0.0,0.0,1.3862943611198906,0.0,1.0986122886681098,0.6931471805599453,1.0986122886681098
Saladin,2018-07-01,26,14,10.0,31,48,75,25,3,23,22,4,15,4,2,1,5,10,6,2,0,3.0,1.24,1,0,0,15,30,0.6931471805599453,0.0,0.0,0.0,1.3862943611198906,0.0,1.0986122886681098,0.6931471805599453
Saladin,2018-08-01,20,12,10.0,51,21,64,16,3,17,17,3,12,1,1,2,9,7,1,0,0,4.0,3.1875,3,0,0,15,31,1.3862943611198906,0.0,0.6931471805599453,0.0,0.0,1.3862943611198906,0.0,1.0986122886681098
Saladin,2018-09-01,12,6,6.0,20,49,69,12,2,10,11,1,8,1,2,0,5,2,1,1,2,5.75,1.6666666666666667,2,7,0,15,32,1.0986122886681098,0.0,1.3862943611198906,0.6931471805599453,0.0,0.0,1.3862943611198906,0.0
Saladin,2018-10-01,13,9,8.0,13,21,31,11,1,12,10,3,11,1,0,0,4,2,2,0,1,2.8181818181818183,1.1818181818181819,2,3,0,15,33,1.0986122886681098,0.0,1.0986122886681098,1.3862943611198906,0.6931471805599453,0.0,0.0,1.3862943611198906
Saladin,2018-11-01,10,4,3.0,10,21,31,7,0,10,9,1,7,0,1,2,3,1,1,1,2,4.428571428571429,1.4285714285714286,0,0,0,15,34,0.0,0.0,1.0986122886681098,1.0986122886681098,1.3862943611198906,0.6931471805599453,0.0,0.0
Saladin,2018-12-01,4,2,2.0,3,2,5,4,1,3,3,1,3,1,0,0,3,0,0,0,0,1.25,0.75,0,0,0,15,35,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,1.3862943611198906,0.6931471805599453,0.0
Saladin,2019-01-01,7,7,7.0,16,21,37,6,1,6,7,0,4,1,0,1,2,0,3,0,1,6.166666666666667,2.6666666666666665,0,0,0,15,36,0.0,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,1.3862943611198906,0.6931471805599453
Saladin,2019-02-01,14,9,7.0,22,27,44,10,1,13,12,2,7,5,1,1,8,1,1,0,2,4.4,2.2,2,0,0,15,37,1.0986122886681098,0.0,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,1.3862943611198906
Saladin,2019-03-01,6,4,4.0,6,12,18,6,0,6,5,1,3,3,0,0,2,3,0,0,0,3.0,1.0,0,0,0,15,38,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098
Saladin,2019-04-01,6,3,2.0,9,5,14,6,0,6,5,1,3,1,1,0,0,2,2,1,1,2.3333333333333335,1.5,1,0,0,15,39,0.6931471805599453,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,1.0986122886681098
Saladin,2019-05-01,12,11,11.0,21,23,44,12,0,12,12,0,4,4,0,0,4,3,2,0,3,3.6666666666666665,1.75,0,0,0,15,40,0.0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,0.0,0.0
Saladin,2019-06-01,7,5,5.0,17,9,26,7,0,7,7,0,4,2,0,0,2,4,1,0,0,3.7142857142857144,2.4285714285714284,0,0,0,15,41,0.0,0.0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,0.0
Saladin,2019-07-01,14,10,8.0,21,26,47,14,0,14,12,2,10,2,0,0,6,3,3,0,2,3.357142857142857,1.5,1,7,0,15,42,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0
Saladin,2019-08-01,4,4,3.0,8,0,8,4,0,4,3,1,0,0,1,1,1,2,1,0,0,2.0,2.0,0,0,0,15,43,0.0,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,1.0986122886681098
Saladin,2019-09-01,7,1,1.0,9,2,11,7,0,7,6,1,3,2,0,0,2,4,0,0,0,1.5714285714285714,1.2857142857142858,2,3,0,15,44,1.0986122886681098,0.0,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0
Saladin,2019-10-01,7,5,5.0,14,13,27,6,0,7,7,0,4,1,0,0,1,3,3,0,0,4.5,2.3333333333333335,1,10,0,15,45,0.6931471805599453,0.0,1.0986122886681098,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453
Saladin,2019-11-01,2,1,1.0,3,5,8,2,0,2,2,0,1,0,0,0,1,1,0,0,0,4.0,1.5,0,0,0,15,46,0.0,0.0,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453,0.0,0.0
Saladin,2019-12-01,13,9,8.0,30,20,50,13,3,10,12,1,7,2,0,1,4,5,2,0,0,3.8461538461538463,2.3076923076923075,0,0,0,15,47,0.0,0.0,0.0,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453,0.0
Saladin,2020-01-01,7,3,3.0,3,13,16,7,0,7,7,0,5,1,0,0,2,5,0,0,0,2.2857142857142856,0.42857142857142855,0,0,0,15,48,0.0,0.0,0.0,0.0,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453
Saladin,2020-02-01,7,7,7.0,10,5,15,7,0,7,7,0,1,4,0,1,2,3,0,0,2,2.142857142857143,1.4285714285714286,0,0,0,15,49,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,1.0986122886681098,0.0
Saladin,2020-03-01,11,6,6.0,8,37,45,11,0,11,11,0,7,2,0,0,3,6,1,0,0,4.090909090909091,0.7272727272727273,0,0,0,15,50,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,1.0986122886681098
Saladin,2020-04-01,5,4,3.0,12,6,17,3,0,5,4,1,2,2,0,0,1,1,3,0,0,5.666666666666667,4.0,2,0,0,15,51,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453
Saladin,2020-05-01,25,23,21.0,43,34,74,24,0,25,23,2,8,9,1,0,1,13,5,1,0,3.0833333333333335,1.7916666666666667,3,0,0,15,52,1.3862943611198906,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0
Saladin,2020-06-01,10,4,3.0,12,15,27,10,1,9,8,2,6,0,1,0,2,6,0,1,1,2.7,1.2,4,22,0,15,53,1.6094379124341003,0.0,1.3862943611198906,1.0986122886681098,0.0,0.0,0.0,0.0
Saladin,2020-07-01,10,2,2.0,16,7,21,9,0,10,9,1,7,1,2,0,1,7,1,1,0,2.3333333333333335,1.7777777777777777,1,0,0,15,54,0.6931471805599453,0.0,1.6094379124341003,1.3862943611198906,1.0986122886681098,0.0,0.0,0.0
Saladin,2020-08-01,11,5,5.0,12,21,33,10,0,11,11,0,9,2,0,0,2,9,0,0,0,3.3,1.2,1,0,0,15,55,0.6931471805599453,0.0,0.6931471805599453,1.6094379124341003,1.3862943611198906,1.0986122886681098,0.0,0.0
Saladin,2020-09-01,10,3,2.0,8,6,14,10,0,10,8,2,7,0,2,0,0,9,0,1,0,1.4,0.8,1,0,0,15,56,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,1.6094379124341003,1.3862943611198906,1.0986122886681098,0.0
Saladin,2020-10-01,7,4,4.0,13,11,24,7,0,7,7,0,2,1,0,1,1,6,0,0,0,3.4285714285714284,1.8571428571428572,0,0,0,15,57,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.6094379124341003,1.3862943611198906,1.0986122886681098
Saladin,2020-11-01,14,11,8.0,13,33,46,14,0,14,10,4,4,2,2,1,2,8,3,0,1,3.2857142857142856,0.9285714285714286,1,3,0,15,58,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.6094379124341003,1.3862943611198906
Saladin,2020-12-01,6,1,0.0,3,5,8,6,0,6,5,1,1,2,2,0,2,4,0,0,0,1.3333333333333333,0.5,3,8,0,15,59,1.3862943611198906,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.6094379124341003
Sulaymaniyah,2016-01-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,16,0,0.0,0.0,,,,,,
Sulaymaniyah,2016-02-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,16,1,0.0,0.0,0.0,,,,,
Sulaymaniyah,2016-03-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,16,2,0.0,0.0,0.0,0.0,,,,
Sulaymaniyah,2016-04-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,3,0,16,3,0.6931471805599453,0.0,0.0,0.0,0.0,,,
Sulaymaniyah,2016-05-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,16,4,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,,
Sulaymaniyah,2016-06-01,1,1,0.0,7,0,7,1,0,1,0,1,0,0,0,0,1,0,0,0,0,7.0,7.0,0,0,0,16,5,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,
Sulaymaniyah,2016-07-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,16,6,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0
Sulaymaniyah,2016-08-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,16,7,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0
Sulaymaniyah,2016-09-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,16,8,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0
Sulaymaniyah,2016-10-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,16,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453
Sulaymaniyah,2016-11-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,16,10,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2016-12-01,1,0,0.0,2,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,16,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2017-01-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,16,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2017-02-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,16,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2017-03-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,16,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2017-04-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2017-05-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2017-06-01,1,0,0.0,0,3,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3.0,0.0,0,0,0,16,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2017-07-01,1,0,0.0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,0,0,0,16,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2017-08-01,4,1,1.0,2,6,7,2,0,4,4,0,1,0,0,1,1,1,0,2,0,3.5,1.0,0,0,0,16,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2017-09-01,1,0,0.0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0,0,0,16,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2017-10-01,1,0,0.0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0,0,0,0,16,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2017-11-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,2,16,22,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2017-12-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,16,23,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2018-01-01,2,0,0.0,2,1,3,2,0,2,2,0,1,1,0,0,2,0,0,0,0,1.5,1.0,0,0,1,16,24,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2018-02-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,16,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2018-03-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,16,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2018-04-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,16,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2018-05-01,1,0,0.0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,16,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2018-06-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,16,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2018-07-01,2,0,0.0,1,0,1,2,0,2,2,0,0,2,0,0,2,0,0,0,0,0.5,0.5,2,0,0,16,30,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2018-08-01,1,0,0.0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0.0,0.0,2,0,1,16,31,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2018-09-01,1,0,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,1,16,32,0.0,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.0,0.0,0.0,0.0
Sulaymaniyah,2018-10-01,1,0,0.0,0,2,2,1,0,1,1,0,1,0,0,0,1,0,0,0,0,2.0,0.0,0,0,0,16,33,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,0.0,0.0,0.0
Sulaymaniyah,2018-11-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,16,34,0.0,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,0.0,0.0
Sulaymaniyah,2018-12-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,16,35,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,0.0
Sulaymaniyah,2019-01-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,16,36,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098
Sulaymaniyah,2019-02-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,16,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098
Sulaymaniyah,2019-03-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,16,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2019-04-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,16,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2019-05-01,1,0,0.0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0,0,1,16,40,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2019-06-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,2,16,41,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2019-07-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,16,42,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2019-08-01,1,1,1.0,2,14,16,1,0,1,1,0,1,0,0,0,0,0,1,0,0,16.0,2.0,0,0,4,16,43,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2019-09-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,16,44,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2019-10-01,2,0,0.0,4,5,9,2,0,2,2,0,1,0,1,0,1,0,0,0,0,4.5,2.0,0,0,2,16,45,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2019-11-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,16,46,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2019-12-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,16,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2020-01-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,16,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2020-02-01,1,1,1.0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0,0,0,16,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2020-03-01,1,0,0.0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0,0,0,16,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2020-04-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,2,16,51,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2020-05-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,16,52,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2020-06-01,1,0,0.0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0,0,0,4,16,53,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2020-07-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,16,54,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2020-08-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,9,16,55,0.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2020-09-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,16,56,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2020-10-01,1,0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,,,0,0,2,16,57,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2020-11-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,3,16,58,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0
Sulaymaniyah,2020-12-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,16,59,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2016-01-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,0,0.0,0.0,,,,,,
Wasit,2016-02-01,1,0,0.0,2,0,2,1,0,1,1,0,0,1,0,0,0,0,0,0,1,2.0,2.0,0,0,0,17,1,0.0,0.0,0.0,,,,,
Wasit,2016-03-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,2,0.0,0.0,0.0,0.0,,,,
Wasit,2016-04-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,3,0.0,0.0,0.0,0.0,0.0,,,
Wasit,2016-05-01,1,0,0.0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,17,4,0.0,0.0,0.0,0.0,0.0,0.0,,
Wasit,2016-06-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Wasit,2016-07-01,2,0,0.0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,1,1,0.0,0.0,0,0,0,17,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2016-08-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2016-09-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2016-10-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2016-11-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2016-12-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2017-01-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2017-02-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2017-03-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2017-04-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2017-05-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2017-06-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2017-07-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2017-08-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2017-09-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2017-10-01,1,0,0.0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,17,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2017-11-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2017-12-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
